district,year,month,count
SANGLI,2018,2,400
SOLAPUR,2018,2,1970
KOLHAPUR,2018,2,346
NANDED,2018,2,1797
DHULE,2018,2,408
LATUR,2018,2,958
NAGPUR,2018,2,351
MUMBAI,2013,11,31
Mumbai Suburban,2020,1,2
RATNAGIRI,2013,11,33
Mumbai Suburban,2013,11,7
GONDIYA,2013,11,116
SINDHUDURG,2013,11,24
SOLAPUR,2018,10,2655
AKOLA,2018,10,1225
NASIK,2018,10,2057
NANDED,2018,10,2609
SANGLI,2018,10,554
PUNE,2018,10,829
PARBHANI,2018,10,1659
WARDHA,2018,10,492
JALNA,2018,10,1574
BHANDARA,2018,10,229
THANE,2018,10,72
LATUR,2018,10,1237
NAGPUR,2018,10,682
OSMANABAD,2018,10,1197
YEVATMAL,2018,10,1903
BULDANA,2018,10,2696
WASHIM,2018,10,1585
JALGAON,2018,10,1111
AHMADNAGAR,2018,10,2077
CHANDRAPUR,2018,10,586
AMRAVATI,2018,10,1215
HINGOLI,2018,10,1478
KOLHAPUR,2018,10,317
SATARA,2018,10,480
BEED,2018,10,1385
GONDIYA,2018,10,148
AURANGABAD,2018,10,1780
RATNAGIRI,2018,10,37
DHULE,2018,10,392
DHULE,2009,3,38
NANDURBAR,2009,3,15
RAIGARH,2018,10,27
GADCHIROLI,2018,10,120
NANDURBAR,2018,10,87
SATARA,2010,12,66
BULDANA,2010,12,198
AURANGABAD,2010,12,161
AMRAVATI,2010,12,94
AHMADNAGAR,2010,12,164
SANGLI,2010,12,35
PARBHANI,2010,6,231
WASHIM,2010,6,179
SANGLI,2010,6,39
AHMADNAGAR,2010,6,372
BEED,2010,6,159
AURANGABAD,2010,6,318
JALGAON,2010,6,243
SINDHUDURG,2010,6,6
BULDANA,2010,6,346
PUNE,2010,6,90
SOLAPUR,2010,6,118
YEVATMAL,2010,6,156
OSMANABAD,2010,6,149
NASIK,2010,6,227
NAGPUR,2010,6,81
NANDED,2010,6,341
DHULE,2010,6,54
JALNA,2010,6,164
SATARA,2010,6,54
AMRAVATI,2010,6,129
NASIK,2010,12,242
WASHIM,2010,12,77
BEED,2010,12,106
YEVATMAL,2010,12,103
PUNE,2010,12,72
JALGAON,2010,12,108
HINGOLI,2010,6,98
KOLHAPUR,2010,6,39
NANDED,2010,12,88
LATUR,2010,12,60
HINGOLI,2010,12,56
LATUR,2010,6,78
AKOLA,2010,12,64
SOLAPUR,2010,12,68
OSMANABAD,2010,12,63
NAGPUR,2010,12,54
THANE,2010,12,1
PALGHAR,2018,10,9
HINGOLI,2016,7,2375
0,2016,7,452
JALGAON,2016,7,2297
PARBHANI,2016,7,3186
AHMADNAGAR,2016,7,4658
AURANGABAD,2016,7,4559
NAGPUR,2016,7,850
BEED,2016,7,3966
NASIK,2016,7,3787
SOLAPUR,2016,7,4615
YEVATMAL,2016,7,2674
AMRAVATI,2016,7,1848
OSMANABAD,2016,7,2367
BULDANA,2016,7,4442
WARDHA,2016,7,690
NANDED,2016,7,4003
SATARA,2016,7,888
LATUR,2016,7,2289
GADCHIROLI,2016,7,133
DHULE,2016,7,899
JALNA,2016,7,3656
PUNE,2016,7,1521
WASHIM,2016,7,2184
AKOLA,2016,7,2298
SANGLI,2016,7,1065
SINDHUDURG,2018,10,27
CHANDRAPUR,2016,7,579
KOLHAPUR,2016,7,654
BHANDARA,2016,7,296
GONDIYA,2016,7,180
NANDURBAR,2016,7,158
MUMBAI,2016,7,42
RATNAGIRI,2016,7,33
THANE,2016,7,62
SINDHUDURG,2016,7,17
PARBHANI,2009,3,128
GONDIYA,2009,3,29
MUMBAI,2010,6,7
RATNAGIRI,2010,6,13
CHANDRAPUR,2010,6,32
AKOLA,2010,6,53
9999,2010,6,5
NANDURBAR,2010,6,22
RAIGARH,2010,6,5
0,2018,10,13
WARDHA,2010,12,57
JALNA,2010,12,97
BHANDARA,2010,12,15
CHANDRAPUR,2010,12,17
PARBHANI,2010,12,63
MUMBAI,2018,10,16
RAIGARH,2016,7,38
YEVATMAL,2012,8,431
CHANDRAPUR,2012,8,56
SOLAPUR,2012,8,272
AMRAVATI,2012,8,309
LATUR,2012,8,186
JALNA,2012,8,715
JALGAON,2012,8,583
KOLHAPUR,2012,8,85
AHMADNAGAR,2012,8,479
BULDANA,2012,8,828
WASHIM,2012,8,365
PARBHANI,2012,8,451
BEED,2012,8,399
AURANGABAD,2012,8,720
NANDED,2012,8,531
OSMANABAD,2012,8,161
NASIK,2012,8,559
HINGOLI,2012,8,377
NAGPUR,2012,8,149
SANGLI,2012,8,62
SATARA,2012,8,69
AKOLA,2012,8,386
MUMBAI,2014,10,25
NANDURBAR,2014,10,100
SINDHUDURG,2014,10,37
Mumbai Suburban,2014,10,6
GONDIYA,2014,10,99
MUMBAI,2014,4,93
RAIGARH,2014,4,94
RAIGARH,2018,4,23
WARDHA,2012,8,165
PUNE,2012,8,102
RAIGARH,2014,9,23
GADCHIROLI,2014,10,73
RATNAGIRI,2014,10,33
PALGHAR,2014,10,4
BHANDARA,2012,8,40
NANDURBAR,2012,8,20
DHULE,2012,8,78
NANDURBAR,2010,12,3
DHULE,2010,12,23
GONDIYA,2012,11,40
Mumbai Suburban,2014,9,2
WARDHA,2010,6,36
GONDIYA,2010,12,9
GONDIYA,2010,6,11
HINGOLI,2009,3,18
CHANDRAPUR,2009,3,9
WASHIM,2019,7,4806
JALGAON,2019,7,2501
PARBHANI,2019,7,5549
NASIK,2019,7,3446
NANDED,2019,7,7649
YEVATMAL,2019,7,5760
OSMANABAD,2019,7,1794
AKOLA,2019,7,3253
PUNE,2019,7,1068
AHMADNAGAR,2019,7,3207
AURANGABAD,2019,7,4629
SANGLI,2019,7,947
AMRAVATI,2019,7,3328
JALNA,2019,7,3076
CHANDRAPUR,2019,7,1067
HINGOLI,2019,7,3085
DHULE,2019,7,787
SOLAPUR,2019,7,2804
BEED,2019,7,2846
BULDANA,2019,7,5152
LATUR,2019,7,2546
WARDHA,2020,2,433
PUNE,2020,2,1214
GONDIYA,2020,2,183
NAGPUR,2020,2,652
NASIK,2020,2,1690
AURANGABAD,2020,2,1790
OSMANABAD,2020,2,920
AKOLA,2020,2,1234
PARBHANI,2020,2,1463
AHMADNAGAR,2020,2,2593
BEED,2020,2,1533
LATUR,2020,2,1017
NANDED,2020,2,2250
AMRAVATI,2020,2,1107
SOLAPUR,2020,2,2076
JALNA,2020,2,1668
SANGLI,2020,2,694
CHANDRAPUR,2020,2,432
YEVATMAL,2020,2,2999
GADCHIROLI,2020,2,82
BULDANA,2020,2,2240
JALGAON,2020,2,1180
HINGOLI,2020,2,1072
WASHIM,2020,2,1575
BHANDARA,2020,2,272
DHULE,2020,2,448
NAGPUR,2021,9,607
PARBHANI,2021,9,1197
AHMADNAGAR,2021,9,1453
PUNE,2021,9,457
AURANGABAD,2021,9,1310
WASHIM,2021,9,1262
BULDANA,2021,9,1577
HINGOLI,2021,9,1066
AKOLA,2021,9,975
LATUR,2021,9,836
YEVATMAL,2021,9,1739
JALNA,2021,9,1259
NANDED,2021,9,2207
GONDIYA,2021,9,127
SOLAPUR,2021,9,1596
AMRAVATI,2021,9,1197
JALGAON,2021,9,1069
SANGLI,2021,9,340
BEED,2021,9,1078
SATARA,2021,9,368
DHULE,2021,9,343
NASIK,2021,9,1384
NANDURBAR,2021,9,102
CHANDRAPUR,2021,9,320
RATNAGIRI,2021,9,20
OSMANABAD,2021,9,1046
WARDHA,2021,9,403
KOLHAPUR,2021,9,223
AMRAVATI,2021,3,1196
AKOLA,2021,3,857
GONDIYA,2021,3,142
DHULE,2021,3,365
OSMANABAD,2021,3,622
WASHIM,2021,3,1142
LATUR,2021,3,807
BULDANA,2021,3,1612
BEED,2021,3,985
NASIK,2021,3,1065
PARBHANI,2021,3,1022
NANDED,2021,3,1384
AURANGABAD,2021,3,1218
JALNA,2021,3,1012
JALGAON,2021,3,754
YEVATMAL,2021,3,1396
NAGPUR,2021,3,503
CHANDRAPUR,2021,3,267
SANGLI,2021,3,489
AHMADNAGAR,2021,3,1529
PARBHANI,2013,12,1456
PUNE,2013,12,1363
SANGLI,2013,12,949
YEVATMAL,2013,12,1268
AHMADNAGAR,2013,12,4075
NANDURBAR,2013,12,106
NASIK,2013,12,2997
OSMANABAD,2013,12,1609
AURANGABAD,2013,12,1822
BULDANA,2013,12,1784
CHANDRAPUR,2013,12,343
BHANDARA,2021,9,140
JALNA,2017,9,3401
SOLAPUR,2017,9,3458
NANDED,2017,9,4575
AMRAVATI,2017,9,2256
YEVATMAL,2017,9,3290
AHMADNAGAR,2017,9,3802
JALGAON,2017,9,2627
BHANDARA,2017,9,264
RAIGARH,2017,9,22
BEED,2017,9,3004
BULDANA,2017,9,5165
PARBHANI,2017,9,3100
NAGPUR,2017,9,867
NASIK,2017,9,3470
AKOLA,2017,9,2631
OSMANABAD,2017,9,1595
WASHIM,2017,9,3351
AURANGABAD,2017,9,3627
WARDHA,2017,9,960
LATUR,2017,9,1647
SANGLI,2017,9,705
PUNE,2017,9,1091
HINGOLI,2017,9,2496
NANDED,2013,12,2116
WASHIM,2013,12,953
JALGAON,2013,12,1613
JALNA,2013,12,1853
HINGOLI,2013,12,1088
AKOLA,2013,12,1171
SOLAPUR,2013,12,2894
LATUR,2013,12,1263
SATARA,2013,12,776
AMRAVATI,2013,12,1183
BEED,2013,12,1751
KOLHAPUR,2013,12,445
BHANDARA,2013,12,252
DHULE,2013,12,441
NAGPUR,2013,12,564
GONDIYA,2013,12,118
DHULE,2017,9,797
KOLHAPUR,2017,9,447
SANGLI,2021,8,77
SOLAPUR,2021,8,371
JALGAON,2021,8,269
AHMADNAGAR,2021,8,284
WARDHA,2021,8,72
BULDANA,2021,8,530
AURANGABAD,2021,8,297
HINGOLI,2021,8,163
NANDED,2021,8,451
YEVATMAL,2021,8,337
BEED,2021,8,284
WASHIM,2021,8,339
AKOLA,2021,8,272
JALNA,2021,8,327
NASIK,2021,8,346
AMRAVATI,2021,8,294
PARBHANI,2021,8,352
NAGPUR,2021,8,126
SATARA,2021,8,90
KOLHAPUR,2021,8,47
LATUR,2021,8,153
OSMANABAD,2021,8,158
BULDANA,2020,3,2392
GONDIYA,2020,3,187
KOLHAPUR,2020,3,405
WASHIM,2020,3,1226
NASIK,2020,3,1153
NANDED,2020,3,2182
BEED,2020,3,1113
LATUR,2020,3,937
AKOLA,2020,3,1190
PUNE,2020,3,747
NAGPUR,2020,3,577
YEVATMAL,2020,3,2373
SATARA,2020,3,441
AMRAVATI,2020,3,1090
JALGAON,2020,3,857
SOLAPUR,2020,3,1769
WARDHA,2020,3,392
BHANDARA,2020,3,261
AHMADNAGAR,2020,3,1539
OSMANABAD,2020,3,834
CHANDRAPUR,2020,3,402
JALNA,2020,3,1369
DHULE,2020,3,349
AURANGABAD,2020,3,1278
SANGLI,2020,3,516
PARBHANI,2020,3,1133
HINGOLI,2020,3,964
GADCHIROLI,2020,3,41
CHANDRAPUR,2021,8,70
AHMADNAGAR,2015,12,5923
NANDED,2015,12,2709
SANGLI,2015,12,1543
JALGAON,2015,12,2287
PUNE,2015,12,2509
JALNA,2015,12,2932
BULDANA,2015,12,3502
WARDHA,2015,12,790
OSMANABAD,2015,12,2244
PARBHANI,2015,12,2412
AURANGABAD,2015,12,3442
KOLHAPUR,2015,12,801
AKOLA,2015,12,2479
DHULE,2015,12,1387
NASIK,2015,12,4435
SATARA,2015,12,1301
SOLAPUR,2015,12,5968
HINGOLI,2015,12,1847
WASHIM,2015,12,2211
DHULE,2021,8,57
PUNE,2021,8,71
NANDURBAR,2020,3,60
AMRAVATI,2020,8,200
GONDIYA,2020,8,33
AHMADNAGAR,2020,8,278
SATARA,2020,8,94
NASIK,2020,8,209
NANDED,2020,8,312
WARDHA,2020,8,86
BULDANA,2020,8,314
AURANGABAD,2020,8,298
SOLAPUR,2020,8,291
YEVATMAL,2020,8,408
CHANDRAPUR,2020,8,75
LATUR,2020,8,162
HINGOLI,2020,8,160
WASHIM,2020,8,181
JALNA,2020,8,293
PARBHANI,2020,8,278
BEED,2020,8,243
AKOLA,2020,8,153
DHULE,2020,8,66
JALGAON,2020,8,218
THANE,2020,8,14
NAGPUR,2020,8,110
KOLHAPUR,2020,8,47
PUNE,2020,8,139
OSMANABAD,2020,8,124
SANGLI,2020,8,62
GONDIYA,2021,8,28
GADCHIROLI,2021,8,15
RAIGARH,2021,8,9
PALGHAR,2021,8,3
HINGOLI,2017,11,1606
PARBHANI,2017,11,2209
KOLHAPUR,2017,11,514
JALNA,2017,11,2371
WARDHA,2017,11,535
AHMADNAGAR,2017,11,3412
AKOLA,2017,11,1773
AURANGABAD,2017,11,2546
BEED,2017,11,2326
LATUR,2017,11,1488
NASIK,2017,11,2692
DHULE,2017,11,611
NANDED,2017,11,2959
OSMANABAD,2017,11,1418
0,2017,11,196
WASHIM,2017,11,1874
SOLAPUR,2017,11,3409
AMRAVATI,2017,11,1593
BULDANA,2017,11,2806
SATARA,2017,11,664
BHANDARA,2017,11,206
YEVATMAL,2017,11,2143
JALGAON,2017,11,1470
PUNE,2017,11,1180
CHANDRAPUR,2017,11,472
NAGPUR,2017,11,563
SANGLI,2017,11,1092
SINDHUDURG,2017,11,19
GONDIYA,2017,11,174
NASIK,2014,12,4306
SOLAPUR,2014,12,5185
YEVATMAL,2014,12,1722
KOLHAPUR,2014,12,913
BEED,2014,12,2350
AHMADNAGAR,2014,12,4872
JALGAON,2014,12,2229
AKOLA,2014,12,1430
AMRAVATI,2014,12,1744
NANDED,2014,12,2228
OSMANABAD,2014,12,1869
AURANGABAD,2014,12,2569
BULDANA,2014,12,2880
SANGLI,2014,12,1777
PUNE,2014,12,2246
WASHIM,2014,12,1384
JALNA,2014,12,2016
PARBHANI,2014,12,1550
NAGPUR,2014,12,671
DHULE,2014,12,914
WASHIM,2016,11,2229
AHMADNAGAR,2016,11,4695
PUNE,2016,11,1701
YEVATMAL,2016,11,2187
PARBHANI,2016,11,2515
OSMANABAD,2016,11,2166
JALNA,2016,11,3016
JALGAON,2016,11,2010
AURANGABAD,2016,11,3073
SOLAPUR,2016,11,5130
BULDANA,2016,11,3261
NASIK,2016,11,3494
DHULE,2016,11,783
NANDED,2016,11,3508
WARDHA,2016,11,663
AMRAVATI,2016,11,1896
KOLHAPUR,2016,11,672
SATARA,2016,11,966
LATUR,2016,11,1840
NASIK,2010,9,216
YEVATMAL,2010,9,197
RATNAGIRI,2010,9,6
BEED,2010,9,265
KOLHAPUR,2010,9,29
AHMADNAGAR,2010,9,251
THANE,2010,9,5
AURANGABAD,2010,9,250
BULDANA,2010,9,239
BHANDARA,2014,12,261
LATUR,2014,12,1309
GADCHIROLI,2014,12,83
SATARA,2014,12,1295
HINGOLI,2014,12,1422
CHANDRAPUR,2014,12,414
PUNE,2010,9,71
NANDED,2010,9,231
JALGAON,2010,9,155
NAGPUR,2010,9,39
LATUR,2010,9,87
THANE,2014,12,183
RAIGARH,2014,12,85
CHANDRAPUR,2016,11,673
BEED,2016,11,3105
THANE,2016,11,100
AKOLA,2016,11,2245
HINGOLI,2016,11,2002
JALNA,2010,9,178
SATARA,2010,9,57
PARBHANI,2010,9,179
CHANDRAPUR,2010,9,39
WARDHA,2010,9,63
AMRAVATI,2010,9,105
HINGOLI,2010,9,94
SOLAPUR,2010,9,134
DHULE,2010,9,41
BHANDARA,2020,8,34
NANDURBAR,2020,8,15
RAIGARH,2020,8,5
SINDHUDURG,2020,8,5
SINDHUDURG,2021,8,4
SATARA,2010,1,45
WARDHA,2010,1,18
AKOLA,2010,1,50
SOLAPUR,2010,1,93
AMRAVATI,2010,1,65
WARDHA,2014,12,483
NANDURBAR,2014,12,167
RAIGARH,2016,11,37
NAGPUR,2016,11,775
BHANDARA,2016,11,225
SANGLI,2016,11,1260
0,2016,11,275
RATNAGIRI,2014,12,55
GONDIYA,2014,12,134
JALGAON,2014,6,1611
AURANGABAD,2014,6,1830
NASIK,2014,6,2329
KOLHAPUR,2014,6,504
PUNE,2014,6,951
YEVATMAL,2014,6,1971
GONDIYA,2015,12,242
BEED,2015,12,3546
LATUR,2015,12,1719
YEVATMAL,2015,12,2191
AMRAVATI,2015,12,2010
NAGPUR,2015,12,954
RAIGARH,2015,12,102
BHANDARA,2015,12,448
BHANDARA,2021,8,22
CHANDRAPUR,2015,12,597
0,2015,12,280
RATNAGIRI,2017,11,43
RAIGARH,2017,11,47
NANDURBAR,2021,8,16
MUMBAI,2015,12,45
THANE,2017,11,60
THANE,2015,12,237
GADCHIROLI,2015,12,113
NANDURBAR,2015,12,177
SINDHUDURG,2014,12,54
BULDANA,2014,6,2130
SATARA,2014,6,539
OSMANABAD,2014,6,998
AKOLA,2014,6,961
PARBHANI,2014,6,1446
LATUR,2014,6,890
NANDED,2014,6,2264
JALNA,2014,6,1689
SOLAPUR,2014,6,1962
WASHIM,2014,6,1107
HINGOLI,2014,6,1075
RATNAGIRI,2014,6,33
GONDIYA,2014,6,100
AMRAVATI,2014,6,862
AHMADNAGAR,2014,6,2131
DHULE,2014,6,392
SANGLI,2014,6,773
BHANDARA,2014,6,201
BEED,2014,6,1338
RAIGARH,2014,6,35
WARDHA,2014,6,538
Mumbai Suburban,2014,6,11
NANDURBAR,2014,6,66
NAGPUR,2014,6,739
CHANDRAPUR,2014,6,297
DHULE,2022,6,297
WARDHA,2022,6,497
BEED,2022,6,638
OSMANABAD,2022,6,492
AHMADNAGAR,2022,6,842
YEVATMAL,2022,6,2346
JALGAON,2022,6,936
PARBHANI,2022,6,876
HINGOLI,2022,6,673
NANDED,2022,6,1986
SATARA,2022,6,160
SANGLI,2022,6,281
WASHIM,2022,6,1115
BULDANA,2022,6,1442
AKOLA,2022,6,613
WASHIM,2010,9,98
OSMANABAD,2010,9,98
AKOLA,2010,9,93
SANGLI,2010,9,53
GADCHIROLI,2010,9,7
NANDURBAR,2010,9,20
BHANDARA,2010,9,17
NANDURBAR,2016,11,140
GADCHIROLI,2016,11,102
SOLAPUR,2014,8,1258
YEVATMAL,2014,8,1412
WASHIM,2014,8,1054
BEED,2014,8,1214
JALGAON,2014,8,984
BULDANA,2014,8,2084
NANDED,2014,8,1620
PARBHANI,2014,8,1589
JALNA,2014,8,1291
WARDHA,2014,8,416
NASIK,2014,8,1355
AKOLA,2014,8,972
LATUR,2014,8,766
AHMADNAGAR,2014,8,1304
AURANGABAD,2014,8,1233
NAGPUR,2014,8,357
BULDANA,2022,8,1471
AHMADNAGAR,2022,8,974
PARBHANI,2022,8,1070
JALNA,2022,8,1026
HINGOLI,2022,8,699
AMRAVATI,2022,8,658
WASHIM,2022,8,1150
BEED,2022,8,1158
NASIK,2022,8,651
JALGAON,2022,8,851
AURANGABAD,2022,8,956
NANDED,2022,8,1738
SOLAPUR,2022,8,942
NAGPUR,2022,8,333
CHANDRAPUR,2022,8,167
GONDIYA,2022,8,100
YEVATMAL,2022,8,1333
WARDHA,2022,8,265
OSMANABAD,2022,8,511
AKOLA,2022,8,669
LATUR,2022,8,664
AURANGABAD,2019,3,4130
AKOLA,2019,3,707
SATARA,2022,8,240
THANE,2022,8,5
DHULE,2022,8,228
PUNE,2022,8,291
BHANDARA,2022,8,80
KOLHAPUR,2022,8,189
SANGLI,2022,8,224
AHMADNAGAR,2019,3,1099
PARBHANI,2019,3,1668
SOLAPUR,2019,3,1380
JALNA,2019,3,825
NANDED,2019,3,1371
YEVATMAL,2019,3,1230
AMRAVATI,2019,3,666
PUNE,2019,3,639
SATARA,2019,3,335
OSMANABAD,2019,3,543
BHANDARA,2019,3,210
LATUR,2019,3,734
HINGOLI,2019,3,714
NASIK,2019,3,724
WASHIM,2019,3,886
BEED,2019,3,867
RATNAGIRI,2019,3,24
SANGLI,2019,3,428
CHANDRAPUR,2019,3,259
GONDIYA,2019,3,135
NANDURBAR,2019,3,56
KOLHAPUR,2019,3,439
BULDANA,2019,3,1113
WARDHA,2019,3,243
AURANGABAD,2014,11,2265
DHULE,2014,11,641
BULDANA,2014,11,2516
NANDED,2014,11,2193
NASIK,2014,11,3218
SANGLI,2014,11,1463
HINGOLI,2014,11,1261
JALNA,2014,11,1649
SOLAPUR,2014,11,4242
OSMANABAD,2014,11,1690
AMRAVATI,2014,11,1510
YEVATMAL,2014,11,1674
AHMADNAGAR,2014,11,3573
WASHIM,2014,11,1306
SATARA,2014,11,1035
PARBHANI,2014,11,1506
KOLHAPUR,2014,11,771
BEED,2014,11,1897
WARDHA,2014,11,642
PUNE,2014,11,1820
LATUR,2014,11,1244
JALGAON,2014,11,1807
CHANDRAPUR,2014,11,466
YEVATMAL,2021,10,1857
WASHIM,2021,10,1705
OSMANABAD,2021,10,689
NASIK,2021,10,1116
BULDANA,2021,10,1631
JALNA,2021,10,931
AURANGABAD,2021,10,966
RAIGARH,2021,10,21
AKOLA,2021,10,1054
AHMADNAGAR,2021,10,1205
SOLAPUR,2021,10,1471
LATUR,2021,10,786
PUNE,2021,10,493
GONDIYA,2021,4,61
JALNA,2011,11,124
AHMADNAGAR,2011,11,319
AURANGABAD,2011,11,200
BULDANA,2011,11,234
AKOLA,2011,11,111
WARDHA,2011,11,56
YEVATMAL,2011,11,194
BEED,2011,11,181
NANDED,2021,10,2184
BEED,2021,10,928
JALGAON,2021,10,801
AMRAVATI,2021,10,1208
PARBHANI,2021,10,1005
WARDHA,2021,10,435
NAGPUR,2021,10,462
OSMANABAD,2014,8,843
DHULE,2014,8,262
AMRAVATI,2014,8,920
PUNE,2014,8,506
HINGOLI,2014,8,1094
SATARA,2014,8,357
KOLHAPUR,2014,8,217
CHANDRAPUR,2014,8,234
RAIGARH,2014,8,11
SANGLI,2014,8,307
NANDURBAR,2014,8,75
THANE,2014,8,29
BHANDARA,2014,8,166
RAIGARH,2023,12,13
RATNAGIRI,2014,8,11
GADCHIROLI,2014,8,35
MUMBAI,2012,10,13
9999,2012,10,5
PUNE,2021,3,723
RATNAGIRI,2012,10,10
Mumbai Suburban,2015,3,2
null,2018,5,3
RAIGARH,2015,3,77
GONDIYA,2014,8,44
SINDHUDURG,2014,8,5
GONDIYA,2016,11,152
SANGLI,2016,8,911
JALGAON,2016,8,2911
BULDANA,2016,8,6305
AKOLA,2016,8,3217
JALNA,2016,8,4984
LATUR,2016,8,2393
YEVATMAL,2016,8,3937
PARBHANI,2016,8,4590
BEED,2016,8,5517
NASIK,2016,8,3934
WASHIM,2016,8,4072
NANDED,2016,8,5079
HINGOLI,2016,8,3697
PUNE,2016,8,1323
AURANGABAD,2016,8,4782
AHMADNAGAR,2016,8,4834
NAGPUR,2016,8,1056
SOLAPUR,2016,8,4657
AMRAVATI,2016,8,2510
CHANDRAPUR,2016,8,617
NANDURBAR,2016,8,199
SATARA,2016,8,888
SOLAPUR,2021,3,1458
SINDHUDURG,2023,12,8
OSMANABAD,2016,8,2632
THANE,2016,8,67
MUMBAI,2018,5,20
WARDHA,2021,3,318
HINGOLI,2021,3,767
SATARA,2021,3,410
GADCHIROLI,2021,3,43
BHANDARA,2021,3,120
MUMBAI,2021,3,38
SINDHUDURG,2021,3,46
KOLHAPUR,2021,3,408
RATNAGIRI,2021,3,42
SINDHUDURG,2021,9,21
GADCHIROLI,2021,9,73
NANDURBAR,2021,3,52
THANE,2021,3,40
WARDHA,2016,8,880
0,2016,8,473
DHULE,2016,8,1117
KOLHAPUR,2016,8,557
NANDED,2020,10,1284
WASHIM,2020,10,903
AURANGABAD,2020,10,627
NAGPUR,2020,10,282
WARDHA,2020,10,202
BULDANA,2020,10,1059
SANGLI,2020,10,242
AMRAVATI,2020,10,622
PARBHANI,2020,10,776
AKOLA,2020,10,642
NASIK,2020,10,842
BEED,2020,10,587
AHMADNAGAR,2020,10,871
PUNE,2020,10,301
PALGHAR,2020,10,23
GONDIYA,2020,10,104
SOLAPUR,2020,10,917
LATUR,2020,10,528
OSMANABAD,2020,10,411
NANDURBAR,2020,10,54
YEVATMAL,2020,10,1026
JALNA,2020,10,561
KOLHAPUR,2020,10,142
DHULE,2020,10,194
JALGAON,2020,10,519
SATARA,2020,10,231
PARBHANI,2020,9,1069
KOLHAPUR,2020,9,165
BULDANA,2020,9,970
WASHIM,2020,9,622
YEVATMAL,2020,9,1223
HINGOLI,2020,9,552
AHMADNAGAR,2020,9,1009
AURANGABAD,2020,9,875
NAGPUR,2020,9,338
JALNA,2020,9,755
WARDHA,2020,9,252
SOLAPUR,2020,9,1070
CHANDRAPUR,2020,9,291
NANDED,2020,9,1419
BEED,2020,9,696
SANGLI,2020,9,241
NASIK,2020,9,884
AKOLA,2020,9,605
OSMANABAD,2020,9,497
SATARA,2020,9,245
DHULE,2020,9,174
PUNE,2020,9,399
KOLHAPUR,2017,2,679
OSMANABAD,2017,2,1249
AHMADNAGAR,2017,2,3352
NASIK,2017,2,2151
WASHIM,2017,2,1415
NANDED,2017,2,2450
JALNA,2017,2,2133
BULDANA,2017,2,2254
THANE,2017,2,105
JALGAON,2020,9,643
LATUR,2020,9,585
NANDURBAR,2020,9,73
WASHIM,2023,7,1435
SANGLI,2023,7,417
NANDURBAR,2023,7,63
BHANDARA,2020,9,122
AMRAVATI,2020,9,585
GONDIYA,2020,9,92
NASIK,2023,7,849
OSMANABAD,2023,7,634
GONDIYA,2023,7,114
CHANDRAPUR,2023,7,381
BHANDARA,2023,7,141
WARDHA,2023,7,406
PUNE,2017,2,1342
AKOLA,2017,2,1705
AMRAVATI,2017,2,1461
BEED,2017,2,2055
YEVATMAL,2017,2,1637
HINGOLI,2017,2,1089
LATUR,2017,2,1174
AURANGABAD,2017,2,2209
DHULE,2017,2,627
SOLAPUR,2017,2,3418
NAGPUR,2017,2,735
SATARA,2017,2,716
PARBHANI,2017,2,1764
WARDHA,2017,2,409
CHANDRAPUR,2017,2,377
JALGAON,2017,2,1240
SANGLI,2017,2,781
YEVATMAL,2017,8,3964
WASHIM,2017,8,4282
AMRAVATI,2017,8,2641
HINGOLI,2017,8,2712
NAGPUR,2017,8,860
SANGLI,2017,8,623
WARDHA,2017,8,869
BEED,2017,8,3531
CHANDRAPUR,2017,8,802
JALNA,2017,8,4136
BULDANA,2017,8,6364
NANDED,2017,8,5189
AHMADNAGAR,2017,8,3946
HINGOLI,2020,10,573
CHANDRAPUR,2020,10,225
BHANDARA,2020,10,97
NASIK,2017,8,3256
AKOLA,2017,8,3225
SATARA,2017,8,470
SOLAPUR,2017,8,3129
PARBHANI,2017,8,4134
KOLHAPUR,2017,8,419
AURANGABAD,2017,8,4115
LATUR,2017,8,2135
PUNE,2017,8,912
SOLAPUR,2015,6,3522
WARDHA,2015,6,821
JALNA,2015,6,2913
DHULE,2015,6,870
AKOLA,2015,6,2129
PARBHANI,2015,6,3229
AURANGABAD,2015,6,3213
AHMADNAGAR,2015,6,3932
YEVATMAL,2015,6,2619
BHANDARA,2015,6,294
JALGAON,2015,6,2847
NANDED,2015,6,3416
OSMANABAD,2015,6,1768
WASHIM,2015,6,2149
SANGLI,2015,6,1222
LATUR,2015,6,1529
AMRAVATI,2015,6,1685
NASIK,2015,6,3603
BEED,2015,6,3087
PUNE,2015,6,1508
BULDANA,2015,6,4515
KOLHAPUR,2015,6,891
SATARA,2015,6,942
HINGOLI,2015,6,2084
SINDHUDURG,2020,10,15
THANE,2020,10,34
RAIGARH,2020,10,16
SANGLI,2012,6,181
BHANDARA,2012,6,80
SINDHUDURG,2012,6,15
THANE,2012,6,19
GADCHIROLI,2012,6,22
NANDURBAR,2012,6,38
RAIGARH,2012,6,15
RATNAGIRI,2012,6,13
SINDHUDURG,2020,3,23
RAIGARH,2023,7,13
PUNE,2023,7,337
NASIK,2018,12,776
SANGLI,2018,12,415
SOLAPUR,2018,12,1377
SATARA,2018,12,341
SOLAPUR,2017,3,4326
NASIK,2017,3,2348
AHMADNAGAR,2017,3,3456
