district,year,month,count
JALGAON,2020,11,473
AURANGABAD,2020,11,594
SOLAPUR,2020,11,815
NASIK,2020,11,751
LATUR,2020,11,388
BULDANA,2020,11,704
WARDHA,2020,11,202
HINGOLI,2020,11,413
PUNE,2020,11,347
YEVATMAL,2020,11,685
WASHIM,2020,11,609
AHMADNAGAR,2020,11,889
SANGLI,2020,11,279
OSMANABAD,2020,11,362
NANDED,2020,11,880
SATARA,2020,11,209
BEED,2020,11,570
KOLHAPUR,2020,11,178
PARBHANI,2020,11,588
PALGHAR,2020,11,15
GONDIYA,2022,12,52
GADCHIROLI,2022,12,41
KOLHAPUR,2022,12,206
PALGHAR,2022,12,5
AKOLA,2020,11,431
DHULE,2020,11,169
NAGPUR,2020,11,200
THANE,2020,11,26
SINDHUDURG,2020,11,26
CHANDRAPUR,2020,11,161
AKOLA,2023,7,919
BEED,2023,7,1065
BEED,2021,4,487
HINGOLI,2021,4,451
YEVATMAL,2021,4,634
OSMANABAD,2021,4,309
SOLAPUR,2023,7,1052
SATARA,2023,7,212
AURANGABAD,2023,7,1056
NAGPUR,2023,7,551
NANDED,2023,7,2322
DHULE,2023,7,329
PARBHANI,2023,7,1153
AMRAVATI,2023,7,944
YEVATMAL,2023,7,2138
BULDANA,2023,7,1682
JALNA,2023,7,924
JALGAON,2023,7,830
SATARA,2022,12,271
BHANDARA,2022,12,64
AHMADNAGAR,2023,7,1109
LATUR,2023,7,848
AKOLA,2021,4,325
KOLHAPUR,2021,4,203
SATARA,2021,4,216
JALGAON,2021,4,360
GADCHIROLI,2021,4,32
NAGPUR,2021,4,174
NANDURBAR,2022,12,52
GADCHIROLI,2023,7,97
HINGOLI,2023,7,728
DHULE,2021,4,166
THANE,2022,12,30
GADCHIROLI,2021,11,90
SANGLI,2023,12,304
SATARA,2023,12,154
MUMBAI,2022,12,13
SINDHUDURG,2022,12,19
RATNAGIRI,2021,4,21
KOLHAPUR,2023,12,209
WARDHA,2023,12,195
GONDIYA,2023,12,77
PALGHAR,2023,12,7
NANDURBAR,2023,12,39
RATNAGIRI,2023,12,8
GONDIYA,2021,11,73
THANE,2023,12,24
SINDHUDURG,2021,11,39
NANDURBAR,2020,11,38
BHANDARA,2020,11,60
GONDIYA,2020,11,43
GADCHIROLI,2020,11,26
RAIGARH,2020,11,19
MUMBAI,2021,4,15
GADCHIROLI,2023,12,35
KOLHAPUR,2023,7,241
MUMBAI,2020,11,18
RATNAGIRI,2020,11,18
MUMBAI,2023,12,13
NAGPUR,2023,1,280
YEVATMAL,2023,1,752
SOLAPUR,2023,1,731
LATUR,2023,1,353
WARDHA,2023,1,207
WASHIM,2023,1,714
AKOLA,2023,1,493
DHULE,2023,1,346
AHMADNAGAR,2023,1,796
HINGOLI,2023,1,308
JALNA,2023,1,631
NANDED,2023,1,919
AMRAVATI,2023,1,696
NASIK,2023,1,508
CHANDRAPUR,2023,1,137
SANGLI,2023,1,223
PARBHANI,2023,1,479
KOLHAPUR,2023,1,218
AURANGABAD,2023,1,667
SINDHUDURG,2023,1,15
NANDURBAR,2023,1,47
JALGAON,2023,1,395
BEED,2023,1,582
RAIGARH,2023,1,16
PUNE,2023,1,320
BULDANA,2023,1,889
THANE,2023,1,27
OSMANABAD,2023,1,269
BHANDARA,2023,1,64
GONDIYA,2023,1,52
SATARA,2023,1,219
GADCHIROLI,2023,1,55
AURANGABAD,2014,7,2324
BEED,2014,7,2209
AMRAVATI,2014,7,1684
NANDED,2014,7,3698
YEVATMAL,2014,7,2929
PARBHANI,2014,7,2948
BULDANA,2014,7,4097
KOLHAPUR,2014,7,530
NASIK,2014,7,3073
WASHIM,2014,7,2199
JALGAON,2014,7,2202
NAGPUR,2014,7,924
HINGOLI,2014,7,1889
JALNA,2014,7,2429
WARDHA,2014,7,889
SANGLI,2014,7,789
AHMADNAGAR,2014,7,2675
RATNAGIRI,2014,7,34
OSMANABAD,2014,7,1403
AKOLA,2014,7,1907
RAIGARH,2014,7,30
SOLAPUR,2014,7,2668
GONDIYA,2014,7,147
BHANDARA,2014,7,288
PUNE,2014,7,1099
AURANGABAD,2016,4,2604
WASHIM,2016,4,1476
BHANDARA,2016,4,353
YEVATMAL,2016,4,1764
LATUR,2016,4,1451
JALNA,2016,4,1962
NANDED,2016,4,2415
KOLHAPUR,2016,4,1211
SOLAPUR,2016,4,3688
GONDIYA,2016,4,286
JALGAON,2016,4,1613
OSMANABAD,2016,4,1748
PARBHANI,2016,4,2081
AKOLA,2016,4,2000
BULDANA,2016,4,2717
PUNE,2016,4,2312
HINGOLI,2016,4,1566
NASIK,2016,4,3120
CHANDRAPUR,2016,4,455
NAGPUR,2016,4,893
AHMADNAGAR,2016,4,3944
DHULE,2016,4,1035
SATARA,2016,4,1182
SANGLI,2016,4,1308
RATNAGIRI,2016,4,70
BEED,2016,4,2192
PALGHAR,2023,1,10
DHULE,2014,7,543
CHANDRAPUR,2014,7,501
LATUR,2014,7,1341
SATARA,2014,7,626
CHANDRAPUR,2013,7,236
NASIK,2013,7,2617
NANDURBAR,2013,7,74
AKOLA,2013,7,1219
YEVATMAL,2013,7,1408
SATARA,2013,7,509
PARBHANI,2013,7,1623
AHMADNAGAR,2013,7,2885
AURANGABAD,2013,7,2728
BULDANA,2013,7,2311
JALGAON,2013,7,1531
SOLAPUR,2013,7,1451
NANDED,2013,7,2068
AMRAVATI,2013,7,1017
JALNA,2013,7,2647
SANGLI,2013,7,559
OSMANABAD,2013,7,1286
BEED,2013,7,1996
KOLHAPUR,2013,7,373
LATUR,2013,7,1156
HINGOLI,2013,7,1269
WARDHA,2013,7,481
WASHIM,2013,7,1160
DHULE,2013,7,419
BHANDARA,2013,7,182
PUNE,2013,7,823
NAGPUR,2013,7,656
THANE,2013,7,50
GONDIYA,2013,7,78
PUNE,2022,10,297
PARBHANI,2022,10,776
BULDANA,2022,10,1508
LATUR,2022,10,665
HINGOLI,2022,10,811
SOLAPUR,2022,10,832
CHANDRAPUR,2022,10,216
SANGLI,2022,10,288
JALNA,2022,10,738
JALGAON,2022,10,568
GONDIYA,2022,10,72
DHULE,2022,10,320
AURANGABAD,2022,10,763
AMRAVATI,2022,10,714
NANDED,2022,10,1588
SATARA,2022,10,212
AHMADNAGAR,2022,10,885
YEVATMAL,2022,10,1411
OSMANABAD,2022,10,444
NASIK,2022,10,874
AKOLA,2022,10,715
KOLHAPUR,2022,10,207
WASHIM,2022,10,1125
BEED,2022,10,852
NAGPUR,2022,10,506
RATNAGIRI,2022,10,7
YEVATMAL,2022,4,426
NANDED,2022,4,445
HINGOLI,2022,4,190
AURANGABAD,2022,4,350
AKOLA,2022,4,230
JALGAON,2022,4,248
AMRAVATI,2022,4,439
PARBHANI,2022,4,287
SATARA,2022,4,185
OSMANABAD,2022,4,272
SOLAPUR,2022,4,713
DHULE,2022,4,165
NAGPUR,2022,4,207
LATUR,2022,4,277
SANGLI,2022,4,246
NASIK,2022,4,474
BEED,2022,4,389
THANE,2022,4,21
BULDANA,2022,4,397
AHMADNAGAR,2022,4,556
BHANDARA,2022,4,69
JALNA,2022,4,318
RATNAGIRI,2022,4,19
SINDHUDURG,2022,4,27
CHANDRAPUR,2022,4,85
AHMADNAGAR,2020,7,3
KOLHAPUR,2022,4,298
WARDHA,2022,4,135
LATUR,2020,7,1
WARDHA,2022,10,312
WASHIM,2022,4,292
PUNE,2022,4,291
MUMBAI,2022,4,28
RAIGARH,2022,4,18
AMRAVATI,2021,12,1106
BULDANA,2021,12,1416
NASIK,2021,12,1337
KOLHAPUR,2021,12,457
NAGPUR,2021,12,437
WASHIM,2021,12,1161
SOLAPUR,2021,12,1530
DHULE,2021,12,432
AHMADNAGAR,2021,12,1517
HINGOLI,2021,12,618
LATUR,2021,12,846
AKOLA,2021,12,926
YEVATMAL,2021,12,1391
AURANGABAD,2021,12,933
JALGAON,2021,12,796
PUNE,2021,12,655
SANGLI,2021,12,525
OSMANABAD,2021,12,780
PARBHANI,2021,12,977
NANDED,2021,12,1498
BHANDARA,2021,12,130
GONDIYA,2021,12,108
JALNA,2021,12,1174
GADCHIROLI,2021,12,81
BEED,2021,12,1148
RAIGARH,2021,12,32
WARDHA,2021,12,279
PALGHAR,2021,12,37
SATARA,2021,12,530
SINDHUDURG,2021,12,58
BHANDARA,2022,10,99
CHANDRAPUR,2021,12,258
RATNAGIRI,2021,12,70
GADCHIROLI,2022,10,44
THANE,2022,10,20
NANDURBAR,2022,10,42
PALGHAR,2022,10,13
SINDHUDURG,2022,10,11
YEVATMAL,2023,5,801
AMRAVATI,2023,5,222
AHMADNAGAR,2023,5,476
JALNA,2023,5,316
NASIK,2023,5,327
PUNE,2023,5,239
KOLHAPUR,2023,5,239
HINGOLI,2023,5,255
SATARA,2023,5,131
SOLAPUR,2023,5,476
NANDED,2023,5,815
BULDANA,2023,5,577
PARBHANI,2023,5,350
WASHIM,2023,5,564
LATUR,2023,5,384
SANGLI,2023,5,259
DHULE,2023,5,177
GONDIYA,2023,5,88
AKOLA,2023,5,288
NAGPUR,2023,5,277
OSMANABAD,2023,5,225
MUMBAI,2021,12,46
NANDURBAR,2021,12,95
AURANGABAD,2023,5,371
WARDHA,2023,5,105
JALGAON,2023,5,291
BEED,2023,5,423
GADCHIROLI,2022,4,61
BEED,2014,9,2394
PUNE,2009,3,208
BULDANA,2009,3,106
AHMADNAGAR,2009,3,841
KOLHAPUR,2009,3,139
JALGAON,2009,3,184
NASIK,2009,3,221
SATARA,2009,3,190
SANGLI,2009,3,148
AMRAVATI,2009,3,229
BEED,2009,3,230
NAGPUR,2009,3,81
WARDHA,2009,3,25
RATNAGIRI,2009,3,6
YEVATMAL,2009,3,32
AURANGABAD,2009,3,209
JALNA,2009,3,100
OSMANABAD,2009,3,108
SINDHUDURG,2009,3,15
SOLAPUR,2009,3,190
SOLAPUR,2014,9,2350
BULDANA,2014,9,2869
SANGLI,2014,9,665
JALGAON,2014,9,1611
PARBHANI,2014,9,2187
NANDED,2014,9,2642
WASHIM,2014,9,1540
AHMADNAGAR,2014,9,2672
AMRAVATI,2014,9,1255
NAGPUR,2014,9,691
AKOLA,2014,9,1748
HINGOLI,2014,9,1619
YEVATMAL,2014,9,1968
OSMANABAD,2014,9,1476
JALNA,2014,9,2121
BHANDARA,2009,3,33
AKOLA,2009,3,68
GADCHIROLI,2019,8,126
NANDED,2023,11,1188
AMRAVATI,2023,11,406
SOLAPUR,2023,11,809
BEED,2023,11,661
AHMADNAGAR,2023,11,804
AURANGABAD,2023,11,581
YEVATMAL,2023,11,921
AKOLA,2023,11,466
JALGAON,2023,11,414
WASHIM,2023,11,685
PARBHANI,2023,11,530
OSMANABAD,2023,11,445
LATUR,2023,11,637
BULDANA,2023,11,871
KOLHAPUR,2023,11,237
HINGOLI,2023,11,410
NAGPUR,2023,11,223
DHULE,2023,11,231
PUNE,2023,11,309
SANGLI,2023,11,327
CHANDRAPUR,2023,5,144
RAIGARH,2023,11,14
JALNA,2023,11,485
CHANDRAPUR,2023,11,230
BHANDARA,2023,11,96
SATARA,2023,11,174
WARDHA,2023,11,181
NASIK,2023,11,568
GADCHIROLI,2023,11,61
THANE,2023,11,48
GADCHIROLI,2023,5,28
MUMBAI,2022,10,8
DHULE,2014,9,510
LATUR,2014,9,1114
NASIK,2014,9,2519
AURANGABAD,2014,9,2498
GONDIYA,2017,1,114
BULDANA,2017,1,2441
AHMADNAGAR,2017,1,3476
JALNA,2017,1,2312
NANDED,2017,1,2916
PARBHANI,2017,1,1934
SOLAPUR,2017,1,3857
PUNE,2017,1,1358
WASHIM,2017,1,1467
JALGAON,2017,1,1455
KOLHAPUR,2017,1,648
DHULE,2017,1,624
NAGPUR,2017,1,688
AURANGABAD,2017,1,2269
NASIK,2017,1,2261
CHANDRAPUR,2017,1,368
BEED,2017,1,2442
THANE,2017,1,111
YEVATMAL,2017,1,1629
AMRAVATI,2017,1,1400
PARBHANI,2012,5,67
YEVATMAL,2012,5,104
JALGAON,2012,5,154
OSMANABAD,2012,5,79
AHMADNAGAR,2012,5,269
NANDED,2012,5,107
AURANGABAD,2012,5,184
AKOLA,2012,5,95
NANDURBAR,2012,5,7
JALNA,2012,5,174
AURANGABAD,2019,11,2717
HINGOLI,2019,11,1456
BULDANA,2019,11,3608
PARBHANI,2019,11,2318
NANDED,2019,11,3176
NANDURBAR,2019,11,152
AHMADNAGAR,2019,11,2785
SOLAPUR,2019,11,2985
YEVATMAL,2019,11,2908
NASIK,2019,11,3076
JALNA,2019,11,2476
NAGPUR,2019,11,643
WASHIM,2019,11,2045
CHANDRAPUR,2019,11,501
OSMANABAD,2019,11,1351
WARDHA,2019,11,477
AMRAVATI,2019,11,1307
LATUR,2019,11,1514
BEED,2019,11,1684
AKOLA,2019,11,1663
PUNE,2019,11,1197
JALGAON,2019,11,1863
SANGLI,2019,11,700
KOLHAPUR,2019,11,401
SATARA,2017,1,745
OSMANABAD,2017,1,1493
HINGOLI,2017,1,1151
0,2017,1,177
WARDHA,2017,1,486
AKOLA,2017,1,1477
CHANDRAPUR,2014,9,429
BHANDARA,2014,9,210
PUNE,2014,9,806
WARDHA,2012,5,32
BEED,2012,5,176
LATUR,2017,1,1501
SANGLI,2017,1,810
RAIGARH,2017,1,47
GADCHIROLI,2019,11,140
GONDIYA,2019,11,126
GONDIYA,2023,11,105
NANDURBAR,2023,11,21
KOLHAPUR,2019,8,529
NAGPUR,2019,8,1147
BHANDARA,2019,8,285
RATNAGIRI,2019,8,29
NANDURBAR,2019,8,140
WARDHA,2014,9,718
KOLHAPUR,2014,9,371
NASIK,2018,4,1216
SANGLI,2018,4,439
NANDED,2018,4,1243
BHANDARA,2017,1,175
AMRAVATI,2018,4,663
JALNA,2018,4,924
SOLAPUR,2018,4,1816
PUNE,2018,4,715
AHMADNAGAR,2018,4,1871
OSMANABAD,2018,4,803
PARBHANI,2018,4,1215
LATUR,2018,4,842
NAGPUR,2018,4,285
THANE,2018,4,54
SATARA,2018,4,390
AURANGABAD,2018,4,1055
DHULE,2018,4,320
WASHIM,2018,4,628
BULDANA,2018,4,985
HINGOLI,2018,4,910
GADCHIROLI,2018,4,38
YEVATMAL,2018,4,1097
BEED,2018,4,1159
NANDURBAR,2018,4,28
CHANDRAPUR,2018,4,174
MUMBAI,2018,4,14
AKOLA,2018,4,545
KOLHAPUR,2018,4,330
THANE,2014,9,58
BEED,2014,3,1714
LATUR,2014,3,1324
AHMADNAGAR,2014,3,3698
DHULE,2014,3,601
JALGAON,2014,3,1272
JALNA,2014,3,1460
PUNE,2014,3,1500
AKOLA,2014,3,1286
AURANGABAD,2014,3,1657
AMRAVATI,2014,3,1242
SOLAPUR,2014,3,3571
HINGOLI,2014,3,1279
BULDANA,2014,3,2295
OSMANABAD,2014,3,1528
NASIK,2014,3,2655
NANDURBAR,2014,3,132
9999,2014,3,374
YEVATMAL,2014,3,1293
GONDIYA,2014,3,209
MUMBAI,2014,3,49
WARDHA,2014,3,341
PARBHANI,2014,3,1497
BHANDARA,2018,4,115
RATNAGIRI,2018,4,43
SATARA,2014,9,527
DHULE,2019,11,569
SATARA,2019,11,614
CHANDRAPUR,2011,7,26
PUNE,2011,7,66
BULDANA,2011,7,263
NASIK,2011,7,164
JALGAON,2011,7,132
SANGLI,2011,7,59
NANDED,2011,7,147
WASHIM,2011,7,152
AMRAVATI,2011,7,124
BEED,2011,7,119
RAIGARH,2011,7,4
KOLHAPUR,2011,7,56
AURANGABAD,2011,7,183
AHMADNAGAR,2011,7,161
YEVATMAL,2011,7,145
GONDIYA,2011,7,17
GONDIYA,2018,4,105
JALGAON,2018,4,424
WARDHA,2018,4,158
SATARA,2014,3,789
NAGPUR,2014,3,752
NANDED,2014,3,2189
WASHIM,2014,3,1140
KOLHAPUR,2014,3,665
THANE,2014,3,153
NANDURBAR,2014,9,120
RATNAGIRI,2014,9,14
SINDHUDURG,2014,9,17
GONDIYA,2014,9,93
GADCHIROLI,2014,9,61
MUMBAI,2014,9,13
BHANDARA,2023,5,104
RAIGARH,2022,10,3
AMRAVATI,2020,7,6
THANE,2021,12,67
PUNE,2015,2,1867
NASIK,2015,2,3522
AHMADNAGAR,2015,2,4088
NANDURBAR,2023,5,27
NASIK,2015,5,5028
DHULE,2015,5,1233
JALNA,2015,5,2958
BEED,2015,5,3275
PUNE,2015,5,2532
BULDANA,2015,5,4074
WASHIM,2015,5,2017
PARBHANI,2015,5,3393
AURANGABAD,2015,5,3480
SOLAPUR,2015,5,5642
AHMADNAGAR,2015,5,5821
YEVATMAL,2015,5,2261
AKOLA,2015,5,2558
OSMANABAD,2015,5,2215
JALGAON,2015,5,2849
NAGPUR,2015,5,806
NANDED,2015,5,3649
HINGOLI,2015,5,2723
SATARA,2015,5,1703
WARDHA,2015,5,533
LATUR,2015,5,1780
AMRAVATI,2015,5,1883
SANGLI,2015,5,2027
CHANDRAPUR,2015,5,446
THANE,2015,5,170
RATNAGIRI,2015,5,91
KOLHAPUR,2015,5,1545
MUMBAI,2015,5,63
BHANDARA,2015,5,420
SOLAPUR,2012,5,140
NAGPUR,2012,5,56
SANGLI,2012,5,60
NASIK,2012,5,192
BULDANA,2012,5,160
HINGOLI,2012,5,72
AMRAVATI,2012,5,111
WASHIM,2012,5,76
LATUR,2012,5,52
RATNAGIRI,2012,5,6
GADCHIROLI,2012,5,6
PUNE,2012,5,98
KOLHAPUR,2012,5,46
MUMBAI,2012,5,4
GONDIYA,2012,5,12
GADCHIROLI,2017,1,72
RAIGARH,2023,5,9
PALGHAR,2023,5,3
AKOLA,2012,2,50
JALNA,2012,2,56
AURANGABAD,2012,2,80
BULDANA,2012,2,58
NASIK,2012,2,76
HINGOLI,2012,2,25
PUNE,2012,2,50
YEVATMAL,2012,2,83
PARBHANI,2012,2,45
WASHIM,2012,2,38
GONDIYA,2012,2,11
JALGAON,2012,2,49
LATUR,2012,2,23
KOLHAPUR,2012,2,11
BHANDARA,2012,2,14
AMRAVATI,2012,2,37
BEED,2012,2,40
NANDED,2012,2,40
AHMADNAGAR,2012,2,108
SATARA,2012,2,19
NAGPUR,2012,2,25
SOLAPUR,2012,2,52
OSMANABAD,2012,2,36
WARDHA,2012,2,27
NANDURBAR,2012,2,10
CHANDRAPUR,2012,2,14
GONDIYA,2015,5,230
THANE,2012,2,5
RAIGARH,2019,8,30
MUMBAI,2019,8,38
NANDURBAR,2017,1,73
JALGAON,2015,2,2172
OSMANABAD,2015,2,1301
HINGOLI,2015,2,1354
PARBHANI,2015,2,1368
BULDANA,2015,2,2785
NAGPUR,2015,2,586
WARDHA,2015,2,368
MUMBAI,2015,2,40
YEVATMAL,2015,2,1354
JALNA,2015,2,1754
SOLAPUR,2015,2,4116
SATARA,2015,2,1042
AKOLA,2015,2,1483
SANGLI,2015,2,1248
KOLHAPUR,2015,2,926
DHULE,2015,2,969
RATNAGIRI,2015,2,58
AMRAVATI,2015,2,1512
LATUR,2015,2,902
BEED,2015,2,2407
AURANGABAD,2015,2,2192
NANDED,2015,2,1998
CHANDRAPUR,2015,2,320
MUMBAI,2017,1,29
SINDHUDURG,2017,1,38
RATNAGIRI,2017,1,54
SATARA,2012,5,46
CHANDRAPUR,2012,5,21
AKOLA,2022,7,477
AURANGABAD,2022,7,869
YEVATMAL,2022,7,1237
AHMADNAGAR,2022,7,1061
SOLAPUR,2022,7,1014
WASHIM,2022,7,828
SANGLI,2022,7,285
SATARA,2022,7,191
NANDED,2022,7,1410
PARBHANI,2022,7,863
NAGPUR,2022,7,330
DHULE,2022,7,258
PUNE,2022,7,344
BULDANA,2022,7,1213
BEED,2022,7,818
JALGAON,2022,7,685
JALNA,2022,7,716
OSMANABAD,2022,7,549
CHANDRAPUR,2022,7,123
GADCHIROLI,2022,7,61
NASIK,2022,7,761
LATUR,2022,7,619
WARDHA,2022,7,268
HINGOLI,2022,7,606
AMRAVATI,2022,7,855
NANDURBAR,2022,7,59
BHANDARA,2022,7,61
GONDIYA,2022,7,94
RAIGARH,2022,7,8
KOLHAPUR,2022,7,227
MUMBAI,2022,7,4
PALGHAR,2022,7,6
RATNAGIRI,2022,7,9
THANE,2022,7,11
SOLAPUR,2015,1,4166
BULDANA,2015,1,3071
DHULE,2015,1,910
YEVATMAL,2015,1,1481
BEED,2015,1,2264
AURANGABAD,2015,1,2587
AKOLA,2015,1,1483
OSMANABAD,2015,1,1591
AMRAVATI,2015,1,1550
NASIK,2015,1,4068
JALNA,2015,1,2066
KOLHAPUR,2015,1,842
NAGPUR,2015,1,594
CHANDRAPUR,2015,1,319
HINGOLI,2015,1,1468
PARBHANI,2015,1,1543
GONDIYA,2015,1,107
LATUR,2015,1,1123
SANGLI,2015,1,1430
PUNE,2015,1,1731
WASHIM,2015,1,1315
NANDED,2015,1,2199
AHMADNAGAR,2015,1,4491
JALGAON,2015,1,2303
SINDHUDURG,2015,1,63
SATARA,2015,1,1031
NANDURBAR,2015,1,151
WARDHA,2015,1,382
BHANDARA,2015,1,218
THANE,2015,1,202
NANDED,2016,9,4971
SINDHUDURG,2016,9,21
JALNA,2016,9,4953
SANGLI,2016,9,992
BEED,2016,9,4665
OSMANABAD,2016,9,2183
AURANGABAD,2016,9,5012
AHMADNAGAR,2016,9,4628
PARBHANI,2016,9,4307
WASHIM,2016,9,3182
SOLAPUR,2016,9,4841
BULDANA,2016,9,5533
KOLHAPUR,2016,9,543
AKOLA,2016,9,2824
JALGAON,2016,9,2784
YEVATMAL,2016,9,3498
HINGOLI,2016,9,3256
NASIK,2016,9,3931
LATUR,2016,9,1740
NAGPUR,2016,9,1112
AMRAVATI,2016,9,2359
NANDURBAR,2016,9,183
CHANDRAPUR,2016,9,724
SATARA,2016,9,699
GADCHIROLI,2015,1,68
SINDHUDURG,2022,7,9
NANDURBAR,2015,5,171
SINDHUDURG,2015,5,63
GADCHIROLI,2015,5,77
DHULE,2012,2,16
RAIGARH,2015,5,83
PUNE,2015,8,900
HINGOLI,2015,8,2735
WASHIM,2015,8,3128
AHMADNAGAR,2015,8,2798
AURANGABAD,2015,8,3745
SANGLI,2015,8,740
PARBHANI,2015,8,3224
NASIK,2015,8,3470
BEED,2015,8,2854
JALGAON,2015,8,2845
DHULE,2015,8,1064
BULDANA,2015,8,5135
WARDHA,2015,8,790
NANDED,2015,8,4363
LATUR,2015,8,1453
NANDURBAR,2015,8,143
SOLAPUR,2015,8,2834
JALNA,2015,8,3754
AMRAVATI,2015,8,1977
OSMANABAD,2015,8,1397
YEVATMAL,2015,8,2630
NAGPUR,2015,8,855
SATARA,2015,8,718
SANGLI,2014,3,937
BHANDARA,2014,3,297
CHANDRAPUR,2014,3,408
AURANGABAD,2013,10,1644
WARDHA,2013,10,515
PARBHANI,2013,10,1074
NANDED,2013,10,1545
SANGLI,2013,10,618
OSMANABAD,2013,10,1164
SATARA,2013,10,418
AHMADNAGAR,2013,10,2649
BHANDARA,2013,10,258
NAGPUR,2013,10,526
NASIK,2013,10,1774
PUNE,2013,10,734
BEED,2013,10,1490
AMRAVATI,2013,10,940
LATUR,2013,10,817
JALNA,2013,10,1467
JALGAON,2013,10,1028
WASHIM,2013,10,868
GADCHIROLI,2013,10,79
AKOLA,2013,10,994
HINGOLI,2013,10,1073
DHULE,2013,10,337
YEVATMAL,2013,10,1086
CHANDRAPUR,2013,10,390
BULDANA,2013,10,1689
SOLAPUR,2013,10,1733
KOLHAPUR,2013,10,296
WASHIM,2009,9,171
BULDANA,2009,9,463
PARBHANI,2009,9,479
NANDED,2009,9,700
AKOLA,2009,9,126
SOLAPUR,2009,9,182
YEVATMAL,2009,9,300
KOLHAPUR,2009,9,97
HINGOLI,2009,9,209
CHANDRAPUR,2012,6,95
BULDANA,2012,6,879
AHMADNAGAR,2012,6,846
JALGAON,2012,6,705
MUMBAI,2015,1,34
0,2015,1,7
NAGPUR,2012,6,288
JALNA,2012,6,618
KOLHAPUR,2012,6,193
AURANGABAD,2012,6,788
OSMANABAD,2012,6,236
NANDED,2012,6,690
RAIGARH,2015,1,117
SOLAPUR,2012,6,463
NASIK,2012,6,783
HINGOLI,2012,6,298
YEVATMAL,2012,6,409
WASHIM,2012,6,440
BEED,2012,6,450
PUNE,2012,6,284
SATARA,2012,6,144
AKOLA,2012,6,377
LATUR,2012,6,195
PARBHANI,2012,6,390
GONDIYA,2012,6,34
AMRAVATI,2012,6,374
WARDHA,2012,6,171
RATNAGIRI,2015,1,47
THANE,2019,8,42
RAIGARH,2019,11,32
PALGHAR,2019,11,34
MUMBAI,2019,11,30
BHANDARA,2019,11,174
RATNAGIRI,2019,11,42
SINDHUDURG,2019,11,26
SATARA,2019,5,362
WASHIM,2019,5,775
PUNE,2019,5,728
JALNA,2019,5,743
NANDED,2019,5,1646
NASIK,2019,5,996
AURANGABAD,2019,5,2861
BULDANA,2019,5,977
GADCHIROLI,2019,5,34
SANGLI,2019,5,490
AMRAVATI,2019,5,597
KOLHAPUR,2019,5,462
AHMADNAGAR,2019,5,1095
SOLAPUR,2019,5,1286
DHULE,2019,5,245
YEVATMAL,2019,5,1167
PARBHANI,2019,5,1156
OSMANABAD,2019,5,567
RATNAGIRI,2019,5,31
AKOLA,2019,5,500
MUMBAI,2019,5,38
HINGOLI,2019,5,766
RATNAGIRI,2014,3,46
AHMADNAGAR,2009,9,634
JALNA,2009,9,622
AURANGABAD,2009,9,1152
OSMANABAD,2009,9,300
NASIK,2009,9,159
DHULE,2009,9,75
SANGLI,2009,9,85
SATARA,2009,9,69
JALGAON,2009,9,274
PUNE,2009,9,85
BEED,2009,9,324
AMRAVATI,2009,9,225
RATNAGIRI,2009,9,7
NANDURBAR,2009,9,23
GADCHIROLI,2014,3,124
LATUR,2019,5,567
BEED,2019,5,680
0,2019,5,5
CHANDRAPUR,2019,5,167
JALGAON,2019,5,559
RAIGARH,2019,5,36
GONDIYA,2019,5,103
PALGHAR,2019,5,15
SINDHUDURG,2019,5,25
WARDHA,2019,5,181
NAGPUR,2019,5,297
Mumbai Suburban,2019,5,3
AKOLA,2015,8,2188
THANE,2019,5,38
CHANDRAPUR,2015,8,468
BHANDARA,2015,8,241
KOLHAPUR,2015,8,491
NANDURBAR,2019,5,56
RAIGARH,2020,7,2
0,2020,7,2
Mumbai Suburban,2014,3,16
GONDIYA,2013,10,118
RAIGARH,2014,3,70
SINDHUDURG,2014,3,64
NANDURBAR,2013,10,75
THANE,2013,10,60
Mumbai Suburban,2013,10,2
RATNAGIRI,2013,10,21
BHANDARA,2019,5,100
WARDHA,2011,7,62
BHANDARA,2011,7,14
HINGOLI,2011,7,95
GONDIYA,2015,8,134
THANE,2015,8,67
SINDHUDURG,2015,8,25
JALNA,2011,7,135
DHULE,2011,7,46
GADCHIROLI,2015,8,105
AKOLA,2011,7,104
NAGPUR,2011,7,63
SATARA,2011,7,48
SOLAPUR,2011,7,88
LATUR,2011,7,52
THANE,2011,7,4
NANDURBAR,2011,7,9
PARBHANI,2011,7,82
OSMANABAD,2011,7,37
NAGPUR,2020,7,2
CHANDRAPUR,2013,4,385
SOLAPUR,2013,4,2314
SANGLI,2013,4,1210
KOLHAPUR,2013,4,1152
AHMADNAGAR,2013,4,2883
NASIK,2013,4,3234
PARBHANI,2013,4,1505
LATUR,2013,4,1168
AMRAVATI,2013,4,1485
BHANDARA,2013,4,547
OSMANABAD,2013,4,1124
NANDED,2013,4,2038
AKOLA,2013,4,1316
DHULE,2013,4,755
JALGAON,2013,4,1487
PUNE,2013,4,1862
JALNA,2013,4,1885
SATARA,2013,4,1169
NANDURBAR,2013,4,209
BULDANA,2013,4,1634
YEVATMAL,2013,4,1625
AURANGABAD,2013,4,1404
BEED,2013,4,1080
RAIGARH,2015,8,19
HINGOLI,2013,4,1046
NAGPUR,2013,4,860
GONDIYA,2013,4,212
WARDHA,2013,4,506
WASHIM,2013,4,1192
